source_model,sample_index,image_name,layer,condition,global_polarity,global_mode,grid_h,grid_w,drop_count,drop_ratio,global_cosine_clean_masked,kept_token_cosine_clean_masked,score_map_spearman_clean_masked,clean_route_gradient_cosine,view_cosine_to_raw_mean,view_sign_agreement,view_effective_rank
cait_s24_224,10,ILSVRC2012_val_00025315.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9819748401641846,0.8749269247055054,0.6082668304443359,0.008782886900007725,0.18010543286800385,0.4633915424346924,19.895858764648438
cait_s24_224,11,ILSVRC2012_val_00025390.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9860101342201233,0.8670175671577454,0.7506681680679321,0.020257510244846344,0.2719004154205322,0.48153167963027954,18.708036422729492
cait_s24_224,12,ILSVRC2012_val_00025402.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9906970262527466,0.892631471157074,0.6450127363204956,0.01875477097928524,0.2225017100572586,0.48511606454849243,19.76548194885254
cait_s24_224,13,ILSVRC2012_val_00025408.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9877590537071228,0.9345473051071167,0.6633967757225037,0.0036160640884190798,0.24661126732826233,0.47239449620246887,19.723081588745117
cait_s24_224,14,ILSVRC2012_val_00025416.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9873564839363098,0.91021329164505,0.9134665131568909,0.005100730340927839,0.23845453560352325,0.48434343934059143,19.92473602294922
cait_s24_224,15,ILSVRC2012_val_00025440.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9920158386230469,0.9131425023078918,0.5054180026054382,0.03977236896753311,0.26785627007484436,0.4883735775947571,19.766706466674805
cait_s24_224,16,ILSVRC2012_val_00025446.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9773504734039307,0.8911065459251404,0.30005818605422974,0.0213322676718235,0.2046288698911667,0.47856512665748596,19.893083572387695
cait_s24_224,17,ILSVRC2012_val_00025563.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9847630262374878,0.865161120891571,0.7479842901229858,0.02295590564608574,0.22825045883655548,0.48225778341293335,19.54339599609375
cait_s24_224,18,ILSVRC2012_val_00025800.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9830583333969116,0.9157044887542725,0.8299834728240967,0.0013557188212871552,0.15057198703289032,0.4546615779399872,19.594039916992188
cait_s24_224,19,ILSVRC2012_val_00025844.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9923755526542664,0.8800598978996277,0.5908725261688232,0.017270106822252274,0.21500597894191742,0.4840072989463806,19.953691482543945
cait_s24_224,20,ILSVRC2012_val_00025851.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9878280758857727,0.9060754776000977,0.8404608964920044,0.029505357146263123,0.24824464321136475,0.4854050278663635,19.647428512573242
cait_s24_224,21,ILSVRC2012_val_00025907.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9540051221847534,0.8857248425483704,0.6494098901748657,0.031106526032090187,0.25301381945610046,0.4883516728878021,19.513219833374023
cait_s24_224,22,ILSVRC2012_val_00025989.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9912645220756531,0.879396915435791,0.5094486474990845,0.005558882374316454,0.18756838142871857,0.4716119170188904,19.604604721069336
cait_s24_224,23,ILSVRC2012_val_00026068.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9906961917877197,0.8781052827835083,0.7088924646377563,-0.010095600038766861,0.20771856606006622,0.4792178273200989,19.943370819091797
cait_s24_224,24,ILSVRC2012_val_00026088.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9861694574356079,0.9086499214172363,0.6853779554367065,0.02369711548089981,0.1980498731136322,0.46696561574935913,19.98020362854004
cait_s24_224,25,ILSVRC2012_val_00026113.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9660985469818115,0.9122581481933594,0.6015651226043701,0.17683075368404388,0.3202674090862274,0.5139256715774536,18.722349166870117
cait_s24_224,26,ILSVRC2012_val_00026139.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9903064966201782,0.8815597891807556,0.7182477712631226,0.021211879327893257,0.22484278678894043,0.4710681736469269,19.950565338134766
cait_s24_224,27,ILSVRC2012_val_00026145.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9850884079933167,0.8911953568458557,0.8018137216567993,0.0439143180847168,0.27473899722099304,0.4948032796382904,19.215167999267578
cait_s24_224,28,ILSVRC2012_val_00026189.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9791865944862366,0.9126884937286377,0.6806668043136597,-0.004139201249927282,0.22029128670692444,0.48633211851119995,19.89845085144043
cait_s24_224,29,ILSVRC2012_val_00026202.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9793366193771362,0.8681292533874512,0.8160429000854492,0.017368152737617493,0.21198788285255432,0.49710750579833984,19.221174240112305
cait_s24_224,30,ILSVRC2012_val_00026226.JPEG,block24_gap,selected,high,gap,14,14,29,0.14795918762683868,0.9792746305465698,0.8213096261024475,0.7041095495223999,0.010777901858091354,0.24028615653514862,0.47996652126312256,19.555965423583984
