model,sample_index,image_name,target_mode,map_variant,map_rank_spearman,map_top_half_iou,gradcam_zero
cait_s24_224,37,ILSVRC2012_val_00001655.JPEG,predicted,gradcam_relu,0.3351130485534668,0.4736842215061188,False
cait_s24_224,38,ILSVRC2012_val_00001659.JPEG,predicted,gradcam_relu,0.06318322569131851,0.3333333432674408,False
cait_s24_224,39,ILSVRC2012_val_00001689.JPEG,predicted,gradcam_relu,0.2539393901824951,0.2405063360929489,False
cait_s24_224,32,ILSVRC2012_val_00001570.JPEG,predicted,gradcam_signed,0.041084080934524536,0.3243243098258972,False
cait_s24_224,33,ILSVRC2012_val_00001638.JPEG,predicted,gradcam_signed,-0.11089577525854111,0.2810457646846771,False
cait_s24_224,34,ILSVRC2012_val_00001642.JPEG,predicted,gradcam_signed,-0.05406529828906059,0.30666667222976685,False
cait_s24_224,35,ILSVRC2012_val_00001645.JPEG,predicted,gradcam_signed,0.07115364819765091,0.35172414779663086,False
cait_s24_224,36,ILSVRC2012_val_00001648.JPEG,predicted,gradcam_signed,-0.07145646214485168,0.30666667222976685,False
cait_s24_224,37,ILSVRC2012_val_00001655.JPEG,predicted,gradcam_signed,0.36427417397499084,0.4736842215061188,False
cait_s24_224,38,ILSVRC2012_val_00001659.JPEG,predicted,gradcam_signed,-0.020338037982583046,0.3333333432674408,False
cait_s24_224,39,ILSVRC2012_val_00001689.JPEG,predicted,gradcam_signed,-0.0543617382645607,0.25641027092933655,False
cait_s24_224,32,ILSVRC2012_val_00001570.JPEG,predicted,gradcam_abs,-0.11883113533258438,0.23270440101623535,False
cait_s24_224,33,ILSVRC2012_val_00001638.JPEG,predicted,gradcam_abs,0.08523934334516525,0.39007091522216797,False
cait_s24_224,34,ILSVRC2012_val_00001642.JPEG,predicted,gradcam_abs,-0.040209103375673294,0.3154362440109253,False
cait_s24_224,35,ILSVRC2012_val_00001645.JPEG,predicted,gradcam_abs,-0.12112774699926376,0.30666667222976685,False
cait_s24_224,36,ILSVRC2012_val_00001648.JPEG,predicted,gradcam_abs,-0.014509637840092182,0.35172414779663086,False
cait_s24_224,37,ILSVRC2012_val_00001655.JPEG,predicted,gradcam_abs,0.19702762365341187,0.45185184478759766,False
cait_s24_224,38,ILSVRC2012_val_00001659.JPEG,predicted,gradcam_abs,0.09031867235898972,0.3333333432674408,False
cait_s24_224,39,ILSVRC2012_val_00001689.JPEG,predicted,gradcam_abs,0.04998685047030449,0.3802816867828369,False
cait_s24_224,40,ILSVRC2012_val_00001753.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,41,ILSVRC2012_val_00001925.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,42,ILSVRC2012_val_00002002.JPEG,predicted,patch_score,1.0,1.0,False
cait_s24_224,43,ILSVRC2012_val_00002073.JPEG,predicted,patch_score,1.0,1.0,False
